date,JulianDay,GPP.daily.raw,GPP.daily.sd,ER.daily.raw,ER.daily.sd,K600.daily.raw,K600.daily.sd,GPP.sd.cond,GPP.final,GPP.final.pos,ER.sd.cond,ER.final,DO.obs,DO.mod,DO.sat,light_sum,light_DLI,Q.cms,depth.m,AtmPressure,SpCond,turbidity,pH,tempwater,Year,Month,DO.diff,ENSO.cat,turbidity.cap
1/17/2008,17,1.13,0.213,-1.377,0.373,2.401,1.089,-0.418,1.13,1.13,0.732,-1.377,11.74,11.655,11.94636561,31133.856,28.0204704,18.862,0.562,844.1261277,317.1979167,7.65625,8.6925,0.663,2008,Jan,0.085,LN,7.65625
1/18/2008,18,1.087,0.208,-1.355,0.383,2.695,1.169,-0.407,1.087,1.087,0.752,-1.355,11.638,11.55,11.91918652,31774.704,28.5972336,16.599,0.522,846.3491235,314.3125,7.3375,8.695208333,0.979,2008,Jan,0.088,LN,7.3375
1/19/2008,19,1.097,0.202,-1.48,0.368,2.898,1.177,-0.395,1.097,1.097,0.722,-1.48,11.412,11.323,11.69416773,31767.84,28.591056,13.753,0.467,850.1770782,323.7604167,7.0125,8.7215625,1.531,2008,Jan,0.089,LN,7.0125
1/20/2008,20,1.03,0.216,-1.407,0.399,2.938,1.162,-0.423,1.03,1.03,0.781,-1.407,11.204,11.122,11.49723001,31770.336,28.5933024,15.878,0.508,843.9123043,331.7083333,7.970833333,8.770833333,1.898,2008,Jan,0.082,LN,7.970833333
1/21/2008,21,0.986,0.2,-1.441,0.406,3.417,1.235,-0.392,0.986,0.986,0.796,-1.441,11.047,11.015,11.44108289,31030.688,27.9276192,16.082,0.512,841.7856476,347.6875,17.03541667,8.713125,2.257,2008,Jan,0.032,LN,17.03541667
1/22/2008,22,1.093,0.212,-1.495,0.391,3.306,1.079,-0.415,1.093,1.093,0.767,-1.495,11.056,11.022,11.38929896,32007.04,28.806336,20.12,0.584,846.3847498,356.1875,36.05520833,8.702708333,2.459,2008,Jan,0.034,LN,36.05520833
1/23/2008,23,1.253,0.207,-2.017,0.402,4.743,1.093,-0.406,1.253,1.253,0.788,-2.017,10.914,10.949,11.2940309,16191.552,14.5723968,20.345,0.588,845.0897587,348.40625,52.759375,8.639895833,2.689,2008,Jan,-0.035,LN,52.759375
1/24/2008,24,1.188,0.188,-1.872,0.417,2.375,1.015,-0.368,1.188,1.188,0.817,-1.872,10.844,10.763,11.30767674,27516.736,24.7650624,25.049,0.665,843.7942738,336.96875,23.915625,8.604791667,2.699,2008,Jan,0.081,LN,23.915625
1/25/2008,25,1.37,0.23,-1.58,0.44,3.337,1.119,-0.45,1.37,1.37,0.863,-1.58,10.916,10.882,11.34995154,31215.184,28.0936656,18.774,0.561,848.3022304,360.71875,79.09166667,8.5390625,2.834,2008,Jan,0.034,LN,79.09166667
1/26/2008,26,1.424,0.215,-2.046,0.41,4.343,0.996,-0.421,1.424,1.424,0.804,-2.046,11.031,11.04,11.38653355,21981.024,19.7829216,20.149,0.585,851.9043451,355.8854167,43.240625,8.7034375,2.659,2008,Jan,-0.009,LN,43.240625
1/27/2008,27,0.935,0.174,-2.242,0.388,2.724,1.022,-0.341,0.935,0.935,0.76,-2.242,10.504,10.45,10.97557143,27115.504,24.4039536,20.798,0.596,847.050871,352.9895833,35.08020833,8.6625,3.55,2008,Jan,0.054,LN,35.08020833
1/28/2008,28,1.3,0.218,-1.435,0.484,3.708,1.061,-0.427,1.3,1.3,0.948,-1.435,10.473,10.455,11.12069799,34496.176,31.0465584,20.878,0.597,835.727792,355.21875,52.68229167,8.615104167,3.111,2008,Jan,0.018,LN,52.68229167
1/29/2008,29,1.24,0.2,-2.171,0.403,2.853,0.83,-0.392,1.24,1.24,0.79,-2.171,11.04,11.062,11.50281461,19711.952,17.7407568,24.403,0.655,842.8714053,355.1145833,44.89895833,8.705104167,1.827,2008,Jan,-0.022,LN,44.89895833
1/30/2008,30,0.956,0.195,-1.62,0.503,3.841,1.206,-0.382,0.956,0.956,0.986,-1.62,10.991,10.984,11.69265514,30801.264,27.7211376,21.604,0.609,838.0922601,346.2916667,30.0375,8.602395833,1.424,2008,Jan,0.007,LN,30.0375
1/31/2008,31,1.413,0.218,-2.233,0.453,3.447,1.084,-0.428,1.413,1.413,0.887,-2.233,11.033,10.988,11.59361822,35366.032,31.8294288,17.611,0.54,848.2102041,325.8333333,14.91875,8.643333333,1.828,2008,Jan,0.045,LN,14.91875
2/1/2008,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.378,NA,11.09838204,35076.704,31.5690336,17.525,0.539,843.3796307,323.2833333,14.12234043,8.688404255,3.2,2008,Feb,NA,LN,14.12234043
2/2/2008,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22686.352,20.4177168,17.528,0.539,841.6557797,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/3/2008,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25631.424,23.0682816,19.618,0.576,836.9518768,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/4/2008,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22889.36,20.600424,19.882,0.58,833.9320095,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/5/2008,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34357.232,30.9215088,19.779,0.578,841.5695099,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/6/2008,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35540.752,31.9866768,19.829,0.579,844.9476043,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/7/2008,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36995.504,33.2959536,19.787,0.578,845.3127641,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/8/2008,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37761.568,33.9854112,19.648,0.576,844.7397757,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/9/2008,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38200.864,34.3807776,19.675,0.577,849.2105969,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/10/2008,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38392.016,34.5528144,19.737,0.578,848.9670263,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/11/2008,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35917.648,32.3258832,19.955,0.581,844.5086362,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/12/2008,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38937.392,35.0436528,19.894,0.58,845.523601,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/13/2008,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37587.264,33.8285376,20.046,0.583,839.7068219,NA,NA,NA,NA,2008,Feb,NA,LN,NA
2/14/2008,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.483,NA,10.45240653,30337.424,27.3036816,23.731,0.644,835.801751,NA,38.64285714,8.926071429,5.501,2008,Feb,NA,LN,38.64285714
2/15/2008,46,1.116,0.184,-1.123,0.347,2.504,0.736,-0.361,1.116,1.116,0.681,-1.123,10.719,10.677,10.53472671,27567.904,24.8111136,28.204,0.713,842.1449859,320.8,38.51145833,8.606770833,5.215,2008,Feb,0.042,LN,38.51145833
2/16/2008,47,1.248,0.219,-0.89,0.372,2.609,0.881,-0.429,1.248,1.248,0.729,-0.89,10.653,10.634,10.56101126,41154.256,37.0388304,28.765,0.721,839.7780962,327.3854167,44.68020833,8.518958333,4.989,2008,Feb,0.019,LN,44.68020833
2/17/2008,48,1.271,0.221,-0.937,0.354,2.515,0.757,-0.432,1.271,1.271,0.695,-0.937,10.928,10.885,10.79172635,41636.816,37.4731344,28.695,0.72,840.9048527,325.1770833,34.65208333,8.561354167,4.437,2008,Feb,0.043,LN,34.65208333
2/18/2008,49,1.478,0.226,-1.232,0.372,3.333,0.803,-0.443,1.478,1.478,0.729,-1.232,10.876,10.877,10.73029029,32841.536,29.5573824,28.624,0.719,845.1346625,321.5729167,33.859375,8.552291667,4.706,2008,Feb,-0.001,LN,33.859375
2/19/2008,50,1.39,0.238,-1.52,0.381,2.551,0.824,-0.466,1.39,1.39,0.747,-1.52,10.805,10.8,10.72122048,26660.192,23.9941728,28.201,0.713,845.4244764,321.0416667,33.44479167,8.53,4.621,2008,Feb,0.005,LN,33.44479167
2/20/2008,51,1.241,0.207,-1.666,0.359,2.6,0.817,-0.406,1.241,1.241,0.703,-1.666,10.385,10.371,10.43329573,21487.024,19.3383216,28.371,0.715,841.723727,318.8541667,36.38125,8.489479167,5.464,2008,Feb,0.014,LN,36.38125
2/21/2008,52,0.828,0.2,-0.942,0.37,3.005,1.003,-0.392,0.828,0.828,0.726,-0.942,10.365,10.332,10.48576996,31070,27.963,31.801,0.765,839.4396058,318.3020833,43.740625,8.445833333,5.398,2008,Feb,0.033,LN,43.740625
2/22/2008,53,0.651,0.191,-1.199,0.354,2.827,0.981,-0.375,0.651,0.651,0.693,-1.199,10.258,10.243,10.40150687,33273.552,29.9461968,31.563,0.761,841.7346406,323.2708333,41.85729167,8.434270833,5.651,2008,Feb,0.015,LN,41.85729167
2/23/2008,54,0.695,0.223,-1.146,0.399,3.475,1.273,-0.437,0.695,0.695,0.782,-1.146,10.109,10.072,10.44450891,36049.104,32.4441936,17.159,0.532,843.4235142,338.1979167,56.47083333,8.3878125,5.887,2008,Feb,0.037,LN,56.47083333
2/24/2008,55,0.535,0.198,-1.39,0.4,3.749,1.085,-0.387,0.535,0.535,0.784,-1.39,10.019,9.939,10.32161296,38773.904,34.8965136,27.506,0.697,847.7085626,385.34375,50.82916667,8.495,6.096,2008,Feb,0.08,LN,50.82916667
2/25/2008,56,0.28,0.237,-1.335,0.48,5.62,1.203,-0.464,0.28,0.28,0.941,-1.335,10.06,10.037,10.41484004,45386.848,40.8481632,37.783,0.846,844.6455346,326.9895833,58.765625,8.350625,6.066,2008,Feb,0.023,LN,58.765625
2/26/2008,57,0.019,0.24,-2.425,0.593,8.988,1.512,-0.47,0.019,0.019,1.162,-2.425,10.115,10.103,10.48879807,46005.856,41.4052704,45.089,0.939,851.4983872,309.5104167,60.97083333,8.230625,5.848,2008,Feb,0.012,LN,60.97083333
2/27/2008,58,-0.378,0.234,-2.863,0.644,10.368,1.61,-0.458,-0.378,0.1,1.262,-2.863,9.944,9.934,10.33491087,45427.2,40.88448,48.561,0.981,848.5703525,299.15625,54.959375,8.171979167,6.107,2008,Feb,0.01,LN,54.959375
2/28/2008,59,-0.14,0.238,-2.584,0.694,9.592,1.737,-0.466,-0.14,0.1,1.359,-2.584,9.786,9.782,10.21446197,46271.888,41.6446992,47.358,0.966,843.307019,306.09375,72.040625,8.177291667,6.654,2008,Feb,0.004,LN,72.040625
2/29/2008,60,-0.373,0.268,-3.203,0.917,9.347,1.861,-0.525,-0.373,0.1,1.798,-3.203,9.603,9.562,10.11472153,46569.328,41.9123952,43.822,0.914,848.7155435,305.5416667,54.93125,8.171145833,7.193,2008,Feb,0.041,LN,54.93125
3/1/2008,61,-0.282,0.228,-3.919,0.877,12.021,2.005,-0.447,-0.282,0.1,1.719,-3.919,9.469,9.467,9.931781495,29354.832,26.4193488,54.596,1.051,844.7787508,301.6354167,60.865625,8.1659375,7.345,2008,Mar,0.002,LN,60.865625
3/2/2008,62,-0.197,0.22,-3.96,1.072,10.452,2.235,-0.432,-0.197,0.1,2.101,-3.96,9.976,9.972,10.53362511,42561.168,38.3050512,53.08,1.033,837.3282525,301.375,65.29791667,8.130104167,5.373,2008,Mar,0.004,LN,65.29791667
3/3/2008,63,-0.415,0.264,-4.815,1.139,11.761,2.197,-0.518,-0.415,0.1,2.232,-4.815,9.781,9.775,10.32583006,48426.352,43.5837168,57.236,1.08,848.3170542,303.7916667,64.14895833,8.155520833,6.197,2008,Mar,0.006,LN,64.14895833
3/4/2008,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.535,NA,10.20705646,48358.96,43.523064,69.577,1.212,841.2749048,300.7604167,77.63253012,8.11313253,6.34,2008,Mar,NA,LN,77.63253012
3/5/2008,65,-0.03,0.213,-6.181,1.205,13.228,2.142,-0.418,-0.03,0.1,2.363,-6.181,9.636,9.64,10.26637559,34806.512,31.3258608,56.245,1.07,840.0521784,299.40625,69.11458333,8.066145833,6.319,2008,Mar,-0.004,LN,69.11458333
3/6/2008,66,0.04,0.265,-5.191,1.1,13.13,2.223,-0.519,0.04,0.04,2.156,-5.191,9.837,9.84,10.421264,47171.488,42.4543392,45.617,0.946,844.77085,299.8958333,57.72842105,8.083229167,5.929,2008,Mar,-0.003,LN,57.72842105
3/7/2008,67,0.178,0.268,-4.59,0.965,13.046,2.258,-0.526,0.178,0.178,1.891,-4.59,9.709,9.711,10.24279663,36703.264,33.0329376,38.154,0.851,848.2085812,305,52.57340426,8.119375,6.481,2008,Mar,-0.002,LN,52.57340426
3/8/2008,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,NA,10.1621276,45088.784,40.5799056,22.584,0.625,841.6418517,310.71875,52.88125,8.146875,6.595,2008,Mar,NA,LN,52.88125
3/9/2008,69,0.22,0.277,-3.317,0.916,11.281,2.294,-0.542,0.22,0.22,1.795,-3.317,9.591,9.589,10.12949798,44787.184,40.3084656,28.838,0.722,845.2083757,324.8804348,58.68152174,8.199456522,7.194,2008,Mar,0.002,LN,58.68152174
3/10/2008,70,0.121,0.277,-3.747,0.876,13.657,2.396,-0.543,0.121,0.121,1.718,-3.747,9.661,9.658,10.0794205,49141.664,44.2274976,36.402,0.827,850.6959561,313.8333333,53.04105263,8.199583333,7.359,2008,Mar,0.003,LN,53.04105263
3/11/2008,71,-0.053,0.276,-3.266,0.748,13.948,2.111,-0.541,-0.053,0.1,1.466,-3.266,9.682,9.683,10.00778864,50697.088,45.6273792,46.189,0.953,848.7604251,305.2916667,45.98125,8.1953125,7.455,2008,Mar,-0.001,LN,45.98125
3/12/2008,72,0.091,0.252,-2.895,0.643,13.264,1.931,-0.494,0.091,0.091,1.261,-2.895,9.561,9.562,9.846953691,49054.304,44.1488736,47,0.963,842.8070595,302.9791667,44.50729167,8.1928125,7.854,2008,Mar,-0.001,LN,44.50729167
3/13/2008,73,0.114,0.25,-2.924,0.64,12.96,1.976,-0.491,0.114,0.114,1.254,-2.924,9.495,9.494,9.757093753,49321.376,44.3892384,52.634,1.029,839.3525213,302.65625,44.225,8.203958333,7.997,2008,Mar,0.001,LN,44.225
3/14/2008,74,-0.07,0.267,-2.32,0.675,13.133,2.079,-0.524,-0.07,0.1,1.324,-2.32,9.646,9.648,9.894018452,45202.56,40.682304,57.787,1.087,835.3091718,302.1875,49.4375,8.202916667,7.487,2008,Mar,-0.002,LN,49.4375
3/15/2008,75,-0.304,0.257,-1.537,0.549,13.957,2.183,-0.503,-0.304,0.1,1.076,-1.537,9.795,9.793,9.951645605,46567.872,41.9110848,58.79,1.098,836.6175359,300.5104167,50.184375,8.18625,7.107,2008,Mar,0.002,LN,50.184375
3/16/2008,76,-0.201,0.244,-1.753,0.605,12.76,2.215,-0.479,-0.201,0.1,1.185,-1.753,9.764,9.767,9.957188113,45481.696,40.9335264,60.28,1.114,832.817582,300.2604167,46.43829787,8.179791667,7.16,2008,Mar,-0.003,LN,46.43829787
3/17/2008,77,-0.572,0.27,0.095,0.484,9.289,2.128,-0.529,NA,NA,0.949,0.095,9.948,9.949,10.03446808,52081.536,46.8733824,68.512,1.202,838.958589,301.0729167,50.596875,8.177291667,7.162,2008,Mar,-0.001,LN,50.596875
3/18/2008,78,-0.32,0.262,-0.139,0.419,10.49,1.751,-0.514,-0.32,0.1,0.821,-0.139,9.889,9.89,9.942284075,55074.448,49.5670032,63.642,1.151,843.0335951,299.4375,49.95729167,8.185833333,7.772,2008,Mar,-0.001,LN,49.95729167
3/19/2008,79,-0.048,0.286,0.212,0.394,14.053,1.953,-0.56,-0.048,0.1,0.772,0.212,9.884,9.885,9.879392749,52797.888,47.5180992,55.988,1.067,847.5600025,300.90625,46.05729167,8.211145833,7.997,2008,Mar,-0.001,LN,46.05729167
3/20/2008,80,-0.128,0.281,0.315,0.395,12.826,1.739,-0.55,-0.128,0.1,0.774,0.315,9.838,9.838,9.812424316,55433.248,49.8899232,56.531,1.073,844.2666019,301.4754098,45.55416667,8.2221875,8.252,2008,Mar,0,LN,45.55416667
3/21/2008,81,-0.514,0.271,1.242,0.374,11.579,1.836,-0.53,-0.514,0.1,0.733,NA,9.897,9.897,9.826731662,55230.656,49.7075904,57.64,1.086,847.1679,NA,51.81397849,8.2346875,8.279,2008,Mar,0,LN,51.81397849
3/22/2008,82,-0.074,0.291,-0.649,0.454,11.96,1.95,-0.571,-0.074,0.1,0.89,-0.649,9.666,9.657,9.741047017,56022.096,50.4198864,35.747,0.819,847.3384429,NA,73.75815217,8.2553125,8.784,2008,Mar,0.009,LN,73.75815217
3/23/2008,83,-1.21,0.26,2.092,0.375,6.713,2.165,-0.51,NA,NA,0.735,NA,9.959,9.96,9.86982784,56745.104,51.0705936,72.067,1.238,851.2941057,NA,104.8614583,8.2875,8.248,2008,Mar,-0.001,LN,104.8614583
3/24/2008,84,-0.864,0.259,1.866,0.407,8.645,1.556,-0.508,NA,NA,0.798,NA,9.811,9.811,9.669469463,57382.208,51.6439872,69.262,1.21,847.8005392,NA,92.23882979,8.228125,8.833,2008,Mar,0,LN,92.23882979
3/25/2008,85,-0.812,0.272,1.672,0.401,6.984,1.473,-0.534,NA,NA,0.786,NA,9.684,9.678,9.548372897,50630.528,45.5674752,69.925,1.216,844.400607,NA,104.84375,8.262708333,9.322,2008,Mar,0.006,LN,104.84375
3/26/2008,86,-1.193,0.253,1.561,0.383,6.124,1.377,-0.496,NA,NA,0.751,NA,9.567,9.559,9.465378314,57460.208,51.7141872,79.208,1.309,843.3831586,NA,167.0696629,8.253229167,9.52,2008,Mar,0.008,LN,167.0696629
3/27/2008,87,-1.125,0.248,1.665,0.381,5.663,1.481,-0.486,NA,NA,0.746,NA,9.465,9.461,9.387791087,54800.928,49.3208352,79.288,1.31,839.9622772,NA,366.2798701,8.229375,9.827,2008,Mar,0.004,LN,366.2798701
3/28/2008,88,-1.791,0.252,2.374,0.414,5.502,1.704,-0.494,NA,NA,0.812,NA,9.582,9.576,9.455063919,57663.216,51.8968944,85.308,1.367,840.5370199,NA,506.2096386,8.214010417,9.523,2008,Mar,0.006,LN,506.2096386
3/29/2008,89,-1.131,0.253,1.858,0.388,4.869,1.43,-0.495,NA,NA,0.761,NA,9.428,9.422,9.32068393,57718.128,51.9463152,85.349,1.368,839.4251985,NA,380.1709459,8.203958333,10.083,2008,Mar,0.006,LN,380.1709459
3/30/2008,90,-1.398,0.249,2.18,0.413,5.307,1.434,-0.488,NA,NA,0.809,NA,9.487,9.485,9.354231037,58137.04,52.323336,86.576,1.379,838.67832,NA,321.9661458,8.2153125,9.923,2008,Mar,0.002,LN,321.9661458
3/31/2008,91,-1.274,0.276,1.856,0.378,4.517,1.471,-0.541,NA,NA,0.74,NA,9.463,9.464,9.368006593,60099.312,54.0893808,99.466,1.497,841.253334,NA,317.832,8.17484375,10.113,2008,Mar,-0.001,LN,317.832
4/1/2008,92,-1.4,0.244,1.872,0.404,2.74,1.189,-0.478,NA,NA,0.792,NA,9.517,9.494,9.352397257,48845.056,43.9605504,99.481,1.497,844.5788218,NA,269.0105556,8.168947368,10.148,2008,Apr,0.023,LN,269.0105556
4/2/2008,93,-0.902,0.248,2.017,0.396,5.241,1.222,-0.487,NA,NA,0.776,NA,9.399,9.39,9.266563036,40495.312,36.4457808,92.656,1.436,841.8131224,NA,216.9704301,8.165364583,10.389,2008,Apr,0.009,LN,216.9704301
4/3/2008,94,-0.648,0.225,1.301,0.368,4.205,1.281,-0.441,NA,NA,0.721,NA,9.497,9.487,9.362947405,53237.392,47.9136528,90.178,1.413,841.4998317,NA,183.78875,8.184375,10.106,2008,Apr,0.01,LN,183.78875
4/4/2008,95,-0.913,0.262,1.914,0.449,3.361,1.088,-0.514,NA,NA,0.881,NA,9.512,9.495,9.306618754,54353.104,48.9177936,97.062,1.475,844.0876451,NA,167.7467391,8.198854167,10.203,2008,Apr,0.017,LN,167.7467391
4/5/2008,96,-0.522,0.254,1.051,0.394,3.725,1.013,-0.498,NA,NA,0.772,NA,9.397,9.399,9.231654043,61066.304,54.9596736,90.21,1.413,837.5898538,NA,143.3135417,8.188697917,10.398,2008,Apr,-0.002,LN,143.3135417
4/6/2008,97,-0.27,0.256,0.949,0.389,3.418,0.851,-0.502,-0.27,0.1,0.762,NA,9.274,9.272,9.105461641,58814.912,52.9334208,89.939,1.411,839.297176,NA,144.4896552,8.229114583,11.048,2008,Apr,0.002,LN,144.4896552
4/7/2008,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.354,NA,9.185463892,61975.957,55.7783613,90.523,1.416,838.3577159,NA,123.4719101,8.227525773,10.698,2008,Apr,NA,LN,123.4719101
4/8/2008,99,0.177,0.218,0.51,0.371,2.694,0.86,-0.428,0.177,0.177,0.728,0.51,9.294,9.296,9.11691165,25246.416,22.7217744,97.9,1.483,838.9438293,NA,125.6823529,8.239583333,10.763,2008,Apr,-0.002,LN,125.6823529
4/9/2008,100,0.138,0.213,0.298,0.384,2.863,1.388,-0.418,0.138,0.138,0.752,0.298,9.499,9.502,9.443497841,30422.704,27.3804336,98.871,1.492,834.1113414,NA,136.4091463,8.153489583,9.239,2008,Apr,-0.003,LN,136.4091463
4/10/2008,101,-0.168,0.254,0.735,0.413,2.578,1.044,-0.498,-0.168,0.1,0.809,0.735,9.642,9.633,9.481795478,57464.368,51.7179312,98.546,1.489,836.5346947,NA,131.820625,8.212083333,9.495,2008,Apr,0.009,LN,131.820625
4/11/2008,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.623,NA,9.460683873,64228.944,57.8060496,91.072,1.421,845.8616953,NA,121.8690476,8.238645833,9.999,2008,Apr,NA,LN,121.8690476
4/12/2008,103,-0.807,0.266,1.768,0.415,3.605,1.017,-0.522,NA,NA,0.814,NA,9.637,9.631,9.435856591,65136.864,58.6231776,90.635,1.417,851.3834381,NA,131.55,8.248969072,10.186,2008,Apr,0.006,LN,131.55
4/13/2008,104,-0.94,0.277,1.981,0.42,4.554,0.954,-0.542,NA,NA,0.823,NA,9.555,9.548,9.33079955,65369.824,58.8328416,90.352,1.414,851.6204355,NA,96.00416667,8.265,10.576,2008,Apr,0.007,LN,96.00416667
4/14/2008,105,-0.991,0.271,1.937,0.4,6.598,1.205,-0.531,NA,NA,0.783,NA,9.333,9.326,9.161461809,65698.048,59.1282432,81.641,1.333,847.1424689,NA,90.33697917,8.268020833,10.998,2008,Apr,0.007,LN,90.33697917
4/15/2008,106,-0.868,0.269,1.249,0.396,4.83,1.18,-0.527,NA,NA,0.777,NA,9.153,9.148,9.049511447,65329.888,58.7968992,81.084,1.327,839.9900954,NA,97.06931818,8.281770833,11.236,2008,Apr,0.005,LN,97.06931818
4/16/2008,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.131,NA,9.148471701,61292.4,55.16316,74.798,1.265,836.2642345,NA,99.1106383,8.294540816,10.828,2008,Apr,NA,LN,99.1106383
4/17/2008,108,-0.891,0.252,0.982,0.379,3.769,1.192,-0.493,NA,NA,0.743,NA,9.295,9.286,9.265461768,62063.664,55.8572976,86.101,1.375,842.2717638,NA,120.15,8.271875,10.666,2008,Apr,0.009,LN,120.15
4/18/2008,109,-0.86,0.268,1.178,0.406,3.978,1.024,-0.525,NA,NA,0.796,NA,9.182,9.163,9.124904762,55952.832,50.3575488,90.603,1.417,845.4310986,NA,115.1859375,8.2725,11.186,2008,Apr,0.019,LN,115.1859375
4/19/2008,110,-0.421,0.257,0.199,0.391,3.739,1.047,-0.504,-0.421,0.1,0.766,0.199,9.057,9.053,9.054067819,64186.096,57.7674864,90.11,1.412,840.8430612,NA,97.45227273,8.243229167,11.232,2008,Apr,0.004,LN,97.45227273
4/20/2008,111,-0.868,0.258,0.865,0.393,3.654,1.11,-0.505,NA,NA,0.77,NA,9.028,9.018,9.033121251,67842.112,61.0579008,85.267,1.367,838.0669217,NA,88.41755319,8.273645833,11.466,2008,Apr,0.01,LN,88.41755319
4/21/2008,112,-0.907,0.258,0.718,0.387,3.595,0.993,-0.506,NA,NA,0.759,0.718,8.976,8.964,8.994666645,67936.544,61.1428896,84.945,1.364,841.4091207,NA,93.38776596,8.305625,11.79,2008,Apr,0.012,LN,93.38776596
4/22/2008,113,-0.932,0.257,0.561,0.384,3.086,0.902,-0.504,NA,NA,0.753,0.561,8.836,8.821,8.872152952,67471.872,60.7246848,87.883,1.392,842.816884,NA,98.75104167,8.313958333,12.297,2008,Apr,0.015,LN,98.75104167
4/23/2008,114,-0.919,0.256,0.415,0.437,2.118,0.874,-0.502,NA,NA,0.857,0.415,8.677,8.671,8.822149755,67296.944,60.5672496,94.977,1.457,839.8520625,NA,108.5145833,8.282708333,12.476,2008,Apr,0.006,LN,108.5145833
4/24/2008,115,-0.645,0.277,-0.39,0.525,3.582,0.864,-0.544,NA,NA,1.03,-0.39,8.654,8.64,8.899261265,67874.768,61.0872912,104.375,1.54,840.0016153,NA,125.403125,8.250520833,12.301,2008,Apr,0.014,LN,125.403125
4/25/2008,116,-0.663,0.278,-1.408,0.661,4.231,0.947,-0.544,NA,NA,1.296,-1.408,8.615,8.607,8.932564243,67801.136,61.0210224,114.775,1.628,845.9718593,NA,145.3811765,8.222916667,12.21,2008,Apr,0.008,LN,145.3811765
4/26/2008,117,-0.869,0.294,-1.272,0.78,4.28,1.057,-0.577,NA,NA,1.529,-1.272,8.622,8.617,8.992757266,68340.896,61.5068064,117.648,1.652,845.5784272,NA,201.089375,8.205,12.149,2008,Apr,0.005,LN,201.089375
4/27/2008,118,-1.1,0.291,-1,0.722,5.025,1.072,-0.571,NA,NA,1.416,-1,8.694,8.686,9.008830371,69654,62.6886,117.518,1.651,851.5244168,NA,140.7283951,8.210833333,12.142,2008,Apr,0.008,LN,140.7283951
4/28/2008,119,-0.447,0.291,-2.397,0.75,5.405,1.011,-0.571,-0.447,0.1,1.469,-2.397,8.537,8.539,8.910078914,62060.752,55.8546768,110.439,1.592,848.7599182,NA,128.5473118,8.238333333,12.32,2008,Apr,-0.002,LN,128.5473118
4/29/2008,120,-0.616,0.264,-1.181,0.627,3.309,0.928,-0.517,NA,NA,1.228,-1.181,8.427,8.437,8.771784381,66637.376,59.9736384,104.785,1.543,842.0625206,NA,115.5770833,8.2496875,12.582,2008,Apr,-0.01,LN,115.5770833
4/30/2008,121,-0.546,0.291,-1.136,0.873,3.982,1.297,-0.57,-0.546,0.1,1.711,-1.136,8.347,8.346,8.732952255,66356.576,59.7209184,99.225,1.495,834.5575806,NA,105.7761111,8.2640625,12.575,2008,Apr,0.001,LN,105.7761111
5/1/2008,122,-0.673,0.274,0.001,0.699,2.206,1.07,-0.537,NA,NA,1.37,0.001,8.643,8.632,8.999233935,70767.632,63.6908688,99.328,1.496,835.9794148,NA,102.8816667,8.28,11.627,2008,May,0.011,LN,102.8816667
5/2/2008,123,-0.391,0.282,-0.979,0.636,3.19,0.942,-0.553,-0.391,0.1,1.247,-0.979,8.616,8.606,8.944595936,70765.552,63.6889968,99.478,1.497,842.4067331,NA,95.61666667,8.303072917,12.145,2008,May,0.01,LN,95.61666667
